node_id,label,type
text::Nhiễm trùng da nhẹ tái phát,Nhiễm trùng da nhẹ tái phát,text
symptom::đỏ da,đỏ da,symptom
symptom::sưng,sưng,symptom
symptom::đau,đau,symptom
symptom::mủ,mủ,symptom
symptom::sốt,sốt,symptom
disease::BENH413,Rôm sảy chưa rõ nguyên nhân vừa,disease
text::Rôm sảy chưa rõ nguyên nhân vừa,Rôm sảy chưa rõ nguyên nhân vừa,text
symptom::ngứa,ngứa,symptom
symptom::nổi mẩn nhỏ,nổi mẩn nhỏ,symptom
symptom::rát da,rát da,symptom
disease::BENH414,COVID-19 nặng vừa chưa rõ nguyên nhân,disease
text::COVID-19 nặng vừa chưa rõ nguyên nhân,COVID-19 nặng vừa chưa rõ nguyên nhân,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH415,Nấm kẽ tái phát chưa rõ nguyên nhân không đặc hiệu,disease
text::Nấm kẽ tái phát chưa rõ nguyên nhân không đặc hiệu,Nấm kẽ tái phát chưa rõ nguyên nhân không đặc hiệu,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH416,Viêm niệu đạo cấp cấp vừa,disease
text::Viêm niệu đạo cấp cấp vừa,Viêm niệu đạo cấp cấp vừa,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH417,Gan nhiễm mỡ cấp nhẹ,disease
text::Gan nhiễm mỡ cấp nhẹ,Gan nhiễm mỡ cấp nhẹ,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH418,Rối loạn chuyển hóa acid uric vừa,disease
text::Rối loạn chuyển hóa acid uric vừa,Rối loạn chuyển hóa acid uric vừa,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng khớp,sưng khớp,symptom
symptom::mệt,mệt,symptom
disease::BENH419,Gan nhiễm mỡ nhẹ nhẹ,disease
text::Gan nhiễm mỡ nhẹ nhẹ,Gan nhiễm mỡ nhẹ nhẹ,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH420,Trật khớp không đặc hiệu mạn nhẹ chưa rõ nguyên nhân,disease
text::Trật khớp không đặc hiệu mạn nhẹ chưa rõ nguyên nhân,Trật khớp không đặc hiệu mạn nhẹ chưa rõ nguyên nhân,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH421,Táo bón chưa rõ nguyên nhân không đặc hiệu,disease
text::Táo bón chưa rõ nguyên nhân không đặc hiệu,Táo bón chưa rõ nguyên nhân không đặc hiệu,text
symptom::đi ngoài khó,đi ngoài khó,symptom
symptom::đau bụng,đau bụng,symptom
symptom::bụng chướng,bụng chướng,symptom
disease::BENH422,Nhiễm khuẩn tiết niệu nặng cấp cấp,disease
text::Nhiễm khuẩn tiết niệu nặng cấp cấp,Nhiễm khuẩn tiết niệu nặng cấp cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH423,Đau cổ nặng nặng,disease
text::Đau cổ nặng nặng,Đau cổ nặng nặng,text
symptom::đau cổ,đau cổ,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::hạn chế xoay cổ,hạn chế xoay cổ,symptom
disease::BENH424,Đau răng chưa rõ nguyên nhân,disease
text::Đau răng chưa rõ nguyên nhân,Đau răng chưa rõ nguyên nhân,text
symptom::đau răng,đau răng,symptom
symptom::ê buốt,ê buốt,symptom
symptom::sưng nướu,sưng nướu,symptom
disease::BENH425,Trầm cảm nhẹ nặng,disease
text::Trầm cảm nhẹ nặng,Trầm cảm nhẹ nặng,text
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH426,Viêm lợi nhẹ nhẹ cấp mạn nặng vừa,disease
text::Viêm lợi nhẹ nhẹ cấp mạn nặng vừa,Viêm lợi nhẹ nhẹ cấp mạn nặng vừa,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH427,Béo phì chưa rõ nguyên nhân nặng vừa,disease
text::Béo phì chưa rõ nguyên nhân nặng vừa,Béo phì chưa rõ nguyên nhân nặng vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH428,Nấm kẽ nặng mạn vừa,disease
text::Nấm kẽ nặng mạn vừa,Nấm kẽ nặng mạn vừa,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH429,Tiểu rắt nhẹ cấp,disease
text::Tiểu rắt nhẹ cấp,Tiểu rắt nhẹ cấp,text
symptom::đi tiểu nhiều lần,đi tiểu nhiều lần,symptom
symptom::lượng ít,lượng ít,symptom
symptom::khó chịu,khó chịu,symptom
disease::BENH430,Đau lưng trên cấp cấp nhẹ,disease
text::Đau lưng trên cấp cấp nhẹ,Đau lưng trên cấp cấp nhẹ,text
symptom::đau lưng,đau lưng,symptom
symptom::căng cơ,căng cơ,symptom
symptom::mỏi vai,mỏi vai,symptom
disease::BENH431,Rối loạn tiêu hóa tái phát nặng nhẹ cấp không đặc hiệu,disease
text::Rối loạn tiêu hóa tái phát nặng nhẹ cấp không đặc hiệu,Rối loạn tiêu hóa tái phát nặng nhẹ cấp không đặc hiệu,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH432,Viêm thanh quản cấp chưa rõ nguyên nhân mạn nhẹ,disease
text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn nhẹ,Viêm thanh quản cấp chưa rõ nguyên nhân mạn nhẹ,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH433,Mụn trứng cá tái phát chưa rõ nguyên nhân,disease
text::Mụn trứng cá tái phát chưa rõ nguyên nhân,Mụn trứng cá tái phát chưa rõ nguyên nhân,text
symptom::mụn viêm,mụn viêm,symptom
symptom::mụn đầu đen,mụn đầu đen,symptom
symptom::da dầu,da dầu,symptom
disease::BENH434,Béo phì nhẹ mạn mạn chưa rõ nguyên nhân,disease
text::Béo phì nhẹ mạn mạn chưa rõ nguyên nhân,Béo phì nhẹ mạn mạn chưa rõ nguyên nhân,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH435,Viêm thanh khí phế quản cấp cấp,disease
text::Viêm thanh khí phế quản cấp cấp,Viêm thanh khí phế quản cấp cấp,text
symptom::ho ông ổng,ho ông ổng,symptom
symptom::khàn tiếng,khàn tiếng,symptom
symptom::khó thở,khó thở,symptom
disease::BENH436,Viêm khớp vừa,disease
text::Viêm khớp vừa,Viêm khớp vừa,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng khớp,sưng khớp,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH437,Rối loạn tập trung không đặc hiệu,disease
text::Rối loạn tập trung không đặc hiệu,Rối loạn tập trung không đặc hiệu,text
symptom::khó tập trung,khó tập trung,symptom
symptom::hay quên,hay quên,symptom
symptom::mệt,mệt,symptom
disease::BENH438,Đau đầu migraine không đặc hiệu nhẹ,disease
text::Đau đầu migraine không đặc hiệu nhẹ,Đau đầu migraine không đặc hiệu nhẹ,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH439,Loãng xương nặng nặng,disease
text::Loãng xương nặng nặng,Loãng xương nặng nặng,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH440,Viêm da tiếp xúc mạn chưa rõ nguyên nhân nặng,disease
text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân nặng,Viêm da tiếp xúc mạn chưa rõ nguyên nhân nặng,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH441,Nôn ói nặng cấp nặng,disease
text::Nôn ói nặng cấp nặng,Nôn ói nặng cấp nặng,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH442,Béo phì nhẹ vừa chưa rõ nguyên nhân,disease
text::Béo phì nhẹ vừa chưa rõ nguyên nhân,Béo phì nhẹ vừa chưa rõ nguyên nhân,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH443,Viêm mũi cấp chưa rõ nguyên nhân vừa,disease
text::Viêm mũi cấp chưa rõ nguyên nhân vừa,Viêm mũi cấp chưa rõ nguyên nhân vừa,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::hắt hơi,hắt hơi,symptom
disease::BENH444,Viêm bao hoạt dịch cấp nhẹ,disease
text::Viêm bao hoạt dịch cấp nhẹ,Viêm bao hoạt dịch cấp nhẹ,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH445,Viêm da dị ứng nhẹ,disease
text::Viêm da dị ứng nhẹ,Viêm da dị ứng nhẹ,text
symptom::ngứa da,ngứa da,symptom
symptom::mẩn đỏ,mẩn đỏ,symptom
symptom::khô da,khô da,symptom
symptom::rát da,rát da,symptom
disease::BENH446,Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu tái phát,disease
text::Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu tái phát,Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu tái phát,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH447,Chảy máu chân răng nhẹ,disease
text::Chảy máu chân răng nhẹ,Chảy máu chân răng nhẹ,text
symptom::chảy máu lợi,chảy máu lợi,symptom
symptom::đau nướu,đau nướu,symptom
disease::BENH448,Béo phì nhẹ tái phát nhẹ chưa rõ nguyên nhân,disease
text::Béo phì nhẹ tái phát nhẹ chưa rõ nguyên nhân,Béo phì nhẹ tái phát nhẹ chưa rõ nguyên nhân,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH449,Nhiễm khuẩn tiết niệu nặng vừa,disease
text::Nhiễm khuẩn tiết niệu nặng vừa,Nhiễm khuẩn tiết niệu nặng vừa,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH450,Đau vai gáy nhẹ,disease
text::Đau vai gáy nhẹ,Đau vai gáy nhẹ,text
symptom::đau cổ vai gáy,đau cổ vai gáy,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::tê tay,tê tay,symptom
disease::BENH451,Tăng đường huyết chưa rõ nguyên nhân nhẹ,disease
text::Tăng đường huyết chưa rõ nguyên nhân nhẹ,Tăng đường huyết chưa rõ nguyên nhân nhẹ,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
disease::BENH452,Đái máu cấp nặng tái phát,disease
text::Đái máu cấp nặng tái phát,Đái máu cấp nặng tái phát,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH453,Ù tai mạn cấp,disease
text::Ù tai mạn cấp,Ù tai mạn cấp,text
symptom::ù tai,ù tai,symptom
symptom::nghe kém,nghe kém,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH454,Viêm loét dạ dày tá tràng vừa,disease
text::Viêm loét dạ dày tá tràng vừa,Viêm loét dạ dày tá tràng vừa,text
symptom::đau thượng vị,đau thượng vị,symptom
symptom::ợ nóng,ợ nóng,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH455,Viêm bàng quang cấp chưa rõ nguyên nhân tái phát,disease
text::Viêm bàng quang cấp chưa rõ nguyên nhân tái phát,Viêm bàng quang cấp chưa rõ nguyên nhân tái phát,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau hạ vị,đau hạ vị,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
disease::BENH456,Khàn tiếng vừa nặng chưa rõ nguyên nhân,disease
text::Khàn tiếng vừa nặng chưa rõ nguyên nhân,Khàn tiếng vừa nặng chưa rõ nguyên nhân,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH457,Đau cổ cấp,disease
text::Đau cổ cấp,Đau cổ cấp,text
symptom::đau cổ,đau cổ,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::hạn chế xoay cổ,hạn chế xoay cổ,symptom
disease::BENH458,Cảm cúm không đặc hiệu nặng vừa,disease
text::Cảm cúm không đặc hiệu nặng vừa,Cảm cúm không đặc hiệu nặng vừa,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::sổ mũi,sổ mũi,symptom
symptom::đau đầu,đau đầu,symptom
disease::BENH459,Viêm phổi cộng đồng cấp chưa rõ nguyên nhân,disease
text::Viêm phổi cộng đồng cấp chưa rõ nguyên nhân,Viêm phổi cộng đồng cấp chưa rõ nguyên nhân,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH460,Đau lưng dưới vừa nặng,disease
text::Đau lưng dưới vừa nặng,Đau lưng dưới vừa nặng,text
symptom::đau thắt lưng,đau thắt lưng,symptom
symptom::đau lan mông,đau lan mông,symptom
symptom::cứng lưng,cứng lưng,symptom
disease::BENH461,Sâu răng cấp,disease
text::Sâu răng cấp,Sâu răng cấp,text
symptom::đau răng,đau răng,symptom
symptom::ê buốt,ê buốt,symptom
symptom::lỗ sâu răng,lỗ sâu răng,symptom
disease::BENH462,Trật khớp không đặc hiệu chưa rõ nguyên nhân,disease
text::Trật khớp không đặc hiệu chưa rõ nguyên nhân,Trật khớp không đặc hiệu chưa rõ nguyên nhân,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH463,Đau lưng trên mạn chưa rõ nguyên nhân,disease
text::Đau lưng trên mạn chưa rõ nguyên nhân,Đau lưng trên mạn chưa rõ nguyên nhân,text
symptom::đau lưng,đau lưng,symptom
symptom::căng cơ,căng cơ,symptom
symptom::mỏi vai,mỏi vai,symptom
disease::BENH464,Thiếu máu cấp,disease
text::Thiếu máu cấp,Thiếu máu cấp,text
symptom::mệt,mệt,symptom
symptom::hoa mắt,hoa mắt,symptom
symptom::chóng mặt,chóng mặt,symptom
symptom::da xanh,da xanh,symptom
disease::BENH465,Viêm thận - bể thận tái phát,disease
text::Viêm thận - bể thận tái phát,Viêm thận - bể thận tái phát,text
symptom::sốt cao,sốt cao,symptom
symptom::đau hông lưng,đau hông lưng,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH466,Viêm niệu đạo cấp cấp vừa vừa,disease
text::Viêm niệu đạo cấp cấp vừa vừa,Viêm niệu đạo cấp cấp vừa vừa,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH467,Dị ứng không đặc hiệu,disease
text::Dị ứng không đặc hiệu,Dị ứng không đặc hiệu,text
symptom::ngứa,ngứa,symptom
symptom::nổi mề đay,nổi mề đay,symptom
symptom::hắt hơi,hắt hơi,symptom
symptom::chảy nước mắt,chảy nước mắt,symptom
disease::BENH468,Nôn ói nặng không đặc hiệu nhẹ,disease
text::Nôn ói nặng không đặc hiệu nhẹ,Nôn ói nặng không đặc hiệu nhẹ,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH469,Bong gân cấp không đặc hiệu,disease
text::Bong gân cấp không đặc hiệu,Bong gân cấp không đặc hiệu,text
symptom::sưng đau,sưng đau,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
symptom::bầm tím,bầm tím,symptom
disease::BENH470,Gan nhiễm mỡ nhẹ chưa rõ nguyên nhân,disease
text::Gan nhiễm mỡ nhẹ chưa rõ nguyên nhân,Gan nhiễm mỡ nhẹ chưa rõ nguyên nhân,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH471,Chấn thương phần mềm mạn nhẹ không đặc hiệu,disease
text::Chấn thương phần mềm mạn nhẹ không đặc hiệu,Chấn thương phần mềm mạn nhẹ không đặc hiệu,text
symptom::sưng đau,sưng đau,symptom
symptom::bầm tím,bầm tím,symptom
symptom::đau khi vận động,đau khi vận động,symptom
disease::BENH472,Loãng xương nặng cấp,disease
text::Loãng xương nặng cấp,Loãng xương nặng cấp,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH473,Rối loạn lipid máu nhẹ tái phát nhẹ,disease
text::Rối loạn lipid máu nhẹ tái phát nhẹ,Rối loạn lipid máu nhẹ tái phát nhẹ,text
symptom::mỡ máu cao,mỡ máu cao,symptom
symptom::thừa cân,thừa cân,symptom
symptom::ít triệu chứng,ít triệu chứng,symptom
disease::BENH474,Gan nhiễm mỡ không đặc hiệu mạn,disease
text::Gan nhiễm mỡ không đặc hiệu mạn,Gan nhiễm mỡ không đặc hiệu mạn,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH475,Tiểu đêm nhẹ,disease
text::Tiểu đêm nhẹ,Tiểu đêm nhẹ,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH476,Suy thận cấp mạn,disease
text::Suy thận cấp mạn,Suy thận cấp mạn,text
symptom::tiểu ít,tiểu ít,symptom
symptom::phù,phù,symptom
symptom::mệt,mệt,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH477,Tiểu đêm cấp,disease
text::Tiểu đêm cấp,Tiểu đêm cấp,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH478,Loãng xương tái phát chưa rõ nguyên nhân,disease
text::Loãng xương tái phát chưa rõ nguyên nhân,Loãng xương tái phát chưa rõ nguyên nhân,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH479,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn chưa rõ nguyên nhân,disease
text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn chưa rõ nguyên nhân,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn chưa rõ nguyên nhân,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH480,Viêm da tiếp xúc mạn cấp,disease
text::Viêm da tiếp xúc mạn cấp,Viêm da tiếp xúc mạn cấp,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH481,Đau đầu migraine vừa,disease
text::Đau đầu migraine vừa,Đau đầu migraine vừa,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH482,Loãng xương nặng nhẹ không đặc hiệu vừa,disease
text::Loãng xương nặng nhẹ không đặc hiệu vừa,Loãng xương nặng nhẹ không đặc hiệu vừa,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH483,Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân,disease
text::Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân,Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân,text
symptom::đau đầu,đau đầu,symptom
symptom::căng cổ,căng cổ,symptom
symptom::mệt,mệt,symptom
symptom::khó tập trung,khó tập trung,symptom
disease::BENH484,Thừa cân nhẹ,disease
text::Thừa cân nhẹ,Thừa cân nhẹ,text
symptom::tăng cân,tăng cân,symptom
symptom::BMI cao,BMI cao,symptom
symptom::mệt khi vận động,mệt khi vận động,symptom
disease::BENH485,Gan nhiễm mỡ không đặc hiệu mạn vừa,disease
text::Gan nhiễm mỡ không đặc hiệu mạn vừa,Gan nhiễm mỡ không đặc hiệu mạn vừa,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH486,Đầy hơi nặng tái phát cấp nhẹ,disease
text::Đầy hơi nặng tái phát cấp nhẹ,Đầy hơi nặng tái phát cấp nhẹ,text
symptom::bụng chướng,bụng chướng,symptom
symptom::ợ hơi,ợ hơi,symptom
symptom::khó chịu,khó chịu,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH487,Nôn ói nặng cấp mạn,disease
text::Nôn ói nặng cấp mạn,Nôn ói nặng cấp mạn,text
symptom::buồn nôn,buồn nôn,symptom
symptom::nôn,nôn,symptom
symptom::mệt,mệt,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH488,Khàn tiếng vừa mạn tái phát nhẹ,disease
text::Khàn tiếng vừa mạn tái phát nhẹ,Khàn tiếng vừa mạn tái phát nhẹ,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH489,Loãng xương không đặc hiệu không đặc hiệu tái phát,disease
text::Loãng xương không đặc hiệu không đặc hiệu tái phát,Loãng xương không đặc hiệu không đặc hiệu tái phát,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH490,Viêm niệu đạo cấp cấp vừa vừa vừa,disease
text::Viêm niệu đạo cấp cấp vừa vừa vừa,Viêm niệu đạo cấp cấp vừa vừa vừa,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH491,Đau răng chưa rõ nguyên nhân tái phát,disease
text::Đau răng chưa rõ nguyên nhân tái phát,Đau răng chưa rõ nguyên nhân tái phát,text
symptom::đau răng,đau răng,symptom
symptom::ê buốt,ê buốt,symptom
symptom::sưng nướu,sưng nướu,symptom
disease::BENH492,Thừa cân cấp,disease
text::Thừa cân cấp,Thừa cân cấp,text
symptom::tăng cân,tăng cân,symptom
symptom::BMI cao,BMI cao,symptom
symptom::mệt khi vận động,mệt khi vận động,symptom
disease::BENH493,Phù vừa,disease
text::Phù vừa,Phù vừa,text
symptom::sưng chân,sưng chân,symptom
symptom::mặt,mặt,symptom
symptom::tăng cân nhanh,tăng cân nhanh,symptom
disease::BENH494,Béo phì nhẹ không đặc hiệu vừa,disease
text::Béo phì nhẹ không đặc hiệu vừa,Béo phì nhẹ không đặc hiệu vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH495,Béo phì không đặc hiệu mạn,disease
text::Béo phì không đặc hiệu mạn,Béo phì không đặc hiệu mạn,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH496,COVID-19 nặng không đặc hiệu cấp không đặc hiệu,disease
text::COVID-19 nặng không đặc hiệu cấp không đặc hiệu,COVID-19 nặng không đặc hiệu cấp không đặc hiệu,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH497,Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân vừa,disease
text::Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân vừa,Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân vừa,text
symptom::đau đầu,đau đầu,symptom
symptom::căng cổ,căng cổ,symptom
symptom::mệt,mệt,symptom
symptom::khó tập trung,khó tập trung,symptom
disease::BENH498,Đái máu cấp chưa rõ nguyên nhân chưa rõ nguyên nhân,disease
text::Đái máu cấp chưa rõ nguyên nhân chưa rõ nguyên nhân,Đái máu cấp chưa rõ nguyên nhân chưa rõ nguyên nhân,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH499,Viêm tai ngoài nặng nhẹ cấp,disease
text::Viêm tai ngoài nặng nhẹ cấp,Viêm tai ngoài nặng nhẹ cấp,text
symptom::đau tai,đau tai,symptom
symptom::ngứa tai,ngứa tai,symptom
symptom::chảy dịch,chảy dịch,symptom
disease::BENH500,Khàn tiếng vừa nặng chưa rõ nguyên nhân không đặc hiệu,disease
text::Khàn tiếng vừa nặng chưa rõ nguyên nhân không đặc hiệu,Khàn tiếng vừa nặng chưa rõ nguyên nhân không đặc hiệu,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
